fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
8/8/8/4pQ2/5n1K/5k2/3P3R/8 w - - 0 1,d2d3->e5e4->f5e4,2,2,0,0.06285595893859863
1Q6/8/8/8/p1k1P3/R3K3/8/8 w - - 0 1,b8b6->None,2,2,0,0.043450117111206055
8/5Q2/8/1p1p4/1N1Pk3/8/3K4/8 w - - 0 1,f7f6->None,2,2,0,0.04074978828430176
8/8/Q7/8/3p4/Pk1P4/8/1K1R4 w - - 0 1,a6a8->b3c3->a8g8->None,3,2,-1,0.005102872848510742
4kr2/3p1pQ1/3K1P2/8/8/8/8/8 w - - 0 1,d6c5->f8h8->g7h8,2,2,0,0.03249692916870117
8/7Q/2P5/1K1kB3/3P4/8/8/8 w - - 0 1,h7g6->None,2,2,0,0.044738054275512695
8/8/1K2pQ2/3k2N1/8/1P6/8/8 w - - 0 1,b3b4->d5d6->f6e6,2,2,0,0.10583782196044922
8/4p3/4K3/4Np2/5k2/2P5/8/6Q1 w - - 0 1,e6d5->e7e6->d5d4->None,3,2,-1,0.01686882972717285
8/8/3N4/8/8/8/4kP2/2K1B2Q w - - 0 1,h1g2->e2e1->f2f3->None,3,2,-1,0.0859518051147461
8/6N1/1K2pQ2/3k4/8/3P4/8/8 w - - 0 1,d3d4->d5d6->f6e6,2,2,0,0.08051419258117676
8/8/8/7p/B6B/PK6/7R/2k5 w - - 0 1,b3a2->None,2,2,0,0.05549430847167969
3Q1n2/2Rp4/3k4/5P2/4K3/8/8/8 w - - 0 1,f5f6->d6e6->d8e7,2,2,0,0.09164023399353027
2N5/8/2p5/2P1k1K1/8/3Q4/8/8 w - - 0 1,d3c4->None,2,2,0,0.05980396270751953
8/8/8/4R3/p7/N2k4/1K6/QN6 w - - 0 1,b2a2->None,2,2,0,0.04389619827270508
5Q2/8/2K1k3/8/6P1/5P2/8/8 w - - 0 1,f8g7->None,2,2,0,0.022541284561157227
3K4/2N5/8/4k3/8/2Pp1Q2/3P4/8 w - - 0 1,d8e7->None,2,2,0,0.006741046905517578
6k1/6P1/3P2RK/7P/8/8/8/8 w - - 0 1,h6g5->g8f7->g7g8r->None,3,2,-1,0.002318143844604492
8/8/8/5N2/7R/6p1/6k1/2N1K2R w - - 0 1,f5d4->None,2,2,0,0.012032032012939453
6R1/5p2/5B2/8/8/7k/5K2/8 w - - 0 1,g8g2->None,2,2,0,0.03127884864807129
8/8/6P1/1Qnk1NP1/5K2/8/8/8 w - - 0 1,g6g7->d5e6->g7g8b,2,2,0,0.13215065002441406
3N4/3P4/1p6/2k5/8/2KQ4/8/8 w - - 0 1,d8e6->c5c6->d7d8n,2,2,0,0.07863378524780273
6Q1/8/3k4/1K1N4/B4P2/8/8/8 w - - 0 1,g8f7->None,2,2,0,0.039587974548339844
8/7N/8/8/6P1/4N2k/5K2/4Q1B1 w - - 0 1,h7g5->h3h4->e1a5->None,3,2,-1,0.007509708404541016
8/1Q3p2/5K2/2k5/8/1PB5/8/8 w - - 0 1,f6f7->c5d6->c3d4->None,3,2,-1,0.06684589385986328
8/8/5p2/B1p2Q2/3k4/8/3K4/8 w - - 0 1,d2c2->d4c4->f5d3,2,2,0,0.09643292427062988
8/3K4/4N1P1/4k3/4B3/6N1/7B/8 w - - 0 1,d7e7->None,2,2,0,0.010761022567749023
5B2/4K3/R7/3kp3/4R3/3B4/8/8 w - - 0 1,f8g7->d5c5->e7e6->None,3,2,-1,0.001280069351196289
8/2N5/2p5/2p5/2P1k1K1/8/3Q4/8 w - - 0 1,d2c3->None,2,2,0,0.06789302825927734
2N5/8/3p4/4k1K1/8/3Q2p1/6P1/8 w - - 0 1,d3b1->e5e6->b1f5,2,2,0,0.09332013130187988
8/3p1B2/3Qp3/5p2/4k3/8/4K3/8 w - - 0 1,f7g8->f5f4->g8h7,2,2,0,0.08552384376525879
8/8/3P1K2/1Qpk1B2/8/8/8/8 w - - 0 1,d6d7->d5d4->b5d3,2,2,0,0.16693115234375
K7/1P6/1B6/1k6/R1R5/8/8/8 w - - 0 1,a8a7->None,2,2,0,0.002535104751586914
4N3/1Q6/3Pk3/8/6P1/3KP3/8/8 w - - 0 1,d3e4->None,2,2,0,0.07516312599182129
8/2N5/6NK/4p2P/4k3/2Q5/8/8 w - - 0 1,h6g5->None,2,2,0,0.028398990631103516
8/2K1k2B/3NPr2/8/7Q/8/8/8 w - - 0 1,h4f2->e7f8->f2f6,2,2,0,0.1569521427154541
8/p7/Q7/8/1k1K4/8/8/2B5 w - - 0 1,d4d5->b4b3->a6c4,2,2,0,0.10747385025024414
3Q4/8/pr6/k2p4/3P4/K7/8/8 w - - 0 1,d8c7->a5b5->c7c5,2,2,0,0.08233928680419922
7Q/4p3/4B3/4r3/3kN3/8/4K3/8 w - - 0 1,h8f6->d4e4->f6h4,2,2,0,0.2511770725250244
7B/2K1kBP1/8/4N2R/8/8/8/8 w - - 0 1,f7g8->e7f6->c7d8->None,3,2,-1,0.0031328201293945312
4R3/1N6/4Pk2/8/4p1Q1/4K3/8/8 w - - 0 1,e8d8->f6e5->g4g6->None,3,2,-1,0.0189669132232666
8/5p2/5K2/4B3/4k3/4P3/8/2NQ4 w - - 0 1,e5f4->None,2,2,0,0.03637409210205078
8/8/1Q3N2/8/2kp4/3R4/4p3/4K3 w - - 0 1,e1e2->None,2,2,0,0.13870501518249512
2k5/K2bR3/3PNN2/8/8/8/8/8 w - - 0 1,e7d7->None,2,2,0,0.010380029678344727
8/6p1/6K1/3N4/7p/7k/5Q2/8 w - - 0 1,g6h5->g7g5->h5g5->None,3,2,-1,0.014442920684814453
8/5p2/3P1R1P/6k1/4K3/7Q/8/8 w - - 0 1,e4e5->None,2,2,0,0.027006864547729492
8/3K4/8/2pk4/5Q2/1N6/8/8 w - - 0 1,b3d2->c5c4->f4d6,2,2,0,0.11890411376953125
8/2p1p3/2K1R3/5k2/2N5/6Q1/8/8 w - - 0 1,c6c7->f5e6->g3f3->None,3,2,-1,0.05316925048828125
8/8/8/1n6/5Q2/2pk4/2R5/3KB3 w - - 0 1,e1d2->b5c7->c2c3,2,2,0,0.30304980278015137
8/8/8/8/6K1/8/3P1k1B/3Q4 w - - 0 1,g4h4->f2g2->h2g3->None,3,2,-1,0.008999109268188477
6B1/4Qp2/6p1/5k2/8/5K2/8/8 w - - 0 1,g8h7->f7f6->e7e3->None,3,2,-1,0.0018351078033447266
5N2/Q7/3k4/8/4B3/4K3/8/8 w - - 0 1,f8h7->d6e5->a7d7->None,3,2,-1,0.0020210742950439453
8/8/3p4/6K1/4k1N1/2P5/8/3Q4 w - - 0 1,c3c4->d6d5->c4d5->None,3,2,-1,0.0938720703125
8/8/5p2/5P2/2pk1K2/Q3N3/8/8 w - - 0 1,f4f3->c4c3->a3d6,2,2,0,0.0800330638885498
8/7B/3K1kPQ/8/8/7P/8/8 w - - 0 1,g6g7->f6f7->d6d7->None,3,2,-1,0.03457522392272949
5B2/8/7p/4K1k1/8/7Q/8/8 w - - 0 1,h3g3->g5h5->f8g7->None,3,2,-1,0.07068800926208496
8/1N1p4/3p4/5K2/3k1N2/8/8/2Q5 w - - 0 1,b7d6->None,2,2,0,0.0036308765411376953
8/7N/4P3/2K1kb1Q/8/7N/8/8 w - - 0 1,e6e7->e5e4->h5e2,2,2,0,0.07172107696533203
7b/4K1k1/8/7Q/7p/6p1/6R1/8 w - - 0 1,g2g1->g3g2->g1g2,2,2,0,0.13698196411132812
8/8/8/4Q3/6k1/8/4pKP1/4B3 w - - 0 1,e5f6->g4h5->f2g3->None,3,2,-1,0.026665925979614258
8/8/5Q2/KB1k4/8/5Pp1/6P1/8 w - - 0 1,a5b6->None,2,2,0,0.10134506225585938
6B1/5pR1/5K2/7k/8/6P1/8/8 w - - 0 1,g8h7->h5h6->g3g4->None,3,2,-1,0.0016667842864990234
8/3p4/3Q4/8/4kp1N/8/3K3B/8 w - - 0 1,h2f4->None,2,2,0,0.08635210990905762
6B1/5pR1/5K1P/7k/8/6P1/8/8 w - - 0 1,g8h7->h5h6->g3g4->None,3,2,-1,0.0016512870788574219
8/8/8/1K6/1B1p4/1k6/b7/2Q5 w - - 0 1,b4a3->d4d3->c1b2,2,2,0,0.12182211875915527
8/3p4/3k1PK1/3N4/1N1Q4/8/8/8 w - - 0 1,g6f7->None,2,2,0,0.007045269012451172
8/8/8/2P5/kNQ5/8/2p5/2K5 w - - 0 1,b4c6->a4a3->c6d8->None,3,2,-1,0.0895700454711914
8/p7/R7/8/2kBB3/K3P3/8/8 w - - 0 1,a6a7->c4b5->a7a4->None,3,2,-1,0.0011467933654785156
8/7p/7p/4P1kp/4Q3/7K/8/8 w - - 0 1,e4f3->h5h4->f3g4,2,2,0,0.06440424919128418
8/8/8/7p/7K/3B1kP1/8/3N3R w - - 0 1,h1h2->None,2,2,0,0.034529924392700195
8/8/3R4/8/5kBB/3P3K/3P4/8 w - - 0 1,d6d8->f4e5->h4g5->None,3,2,-1,0.0018036365509033203
6Qb/8/3K1k2/8/7P/4p3/4N3/8 w - - 0 1,e2c1->h8g7->g8e6,2,2,0,0.11488819122314453
8/8/3Q4/3NN3/4kP2/3p4/3K4/8 w - - 0 1,d6e7->e4d4->d5f6->None,3,2,-1,0.02209782600402832
8/8/8/1R3R2/4kP2/8/3KP3/8 w - - 0 1,b5d5->None,2,2,0,0.033023834228515625
8/8/8/1Q6/8/2k1K3/1p6/bR6 w - - 0 1,b5a4->None,2,2,0,0.0626218318939209
8/8/7Q/8/4B1k1/4P1p1/8/6RK w - - 0 1,h6f4->g4h3->g1g2->None,3,2,-1,0.059587955474853516
8/8/2K5/2B5/1pk5/2n5/2Q1P3/8 w - - 0 1,c2b1->c3d5->b1d3,2,2,0,0.11897993087768555
3B4/8/5p2/2K1k3/1p6/1P3Q2/8/8 w - - 0 1,f3d1->e5e6->d1d5,2,2,0,0.09072613716125488
8/5P2/4Np2/3K1kBB/8/8/8/8 w - - 0 1,g5h6->None,2,2,0,0.028889894485473633
3N1Q2/2kP1P2/K1P5/8/8/8/8/8 w - - 0 1,f8b4->c7d8->a6b7->None,3,2,-1,0.029493093490600586
8/2p5/2Q5/4k3/4B3/5K2/1P6/8 w - - 0 1,e4h7->e5d4->f3f4->None,3,2,-1,0.06894803047180176
5k1B/2N4P/5K2/5n2/8/8/8/8 w - - 0 1,h8g7->f5g7->h7h8r,2,2,0,0.01465606689453125
2R5/5p2/4kP2/2Q3K1/8/8/8/8 w - - 0 1,c8h8->e6d7->g5f5->None,3,2,-1,0.0018620491027832031
8/8/4p3/4K3/5N2/4kNBQ/8/8 w - - 0 1,h3h5->None,2,2,0,0.05464887619018555
8/2p1K3/2P5/4k3/4p2R/8/8/3Q4 w - - 0 1,d1a1->e5f5->a1f6,2,2,0,0.13718724250793457
8/3Q4/8/4p3/4k3/8/3K2PP/2B5 w - - 0 1,d2c3->None,2,2,0,0.07061290740966797
1Q6/5N2/2p5/1Pk5/8/2K5/2P5/8 w - - 0 1,b5b6->c5d5->b8e5,2,2,0,0.125701904296875
8/8/8/8/8/1p2K3/6N1/NQnk4 w - - 0 1,a1b3->None,2,2,0,0.048568010330200195
8/8/2K5/2PP4/4k3/4P2Q/2P5/8 w - - 0 1,c6d6->None,2,2,0,0.014364004135131836
8/8/K7/PP6/2k5/2B2Q2/P7/8 w - - 0 1,a6b6->None,2,2,0,0.011624813079833984
8/8/1Q4p1/4k1K1/2P5/8/3P4/8 w - - 0 1,b6f6->e5e4->f6c3->None,3,2,-1,0.02391505241394043
8/5p2/5K2/N5P1/4k3/2Q4N/8/8 w - - 0 1,a5b7->e4d5->h3f2->None,3,2,-1,0.019860029220581055
5N2/6p1/6K1/1N1k4/8/8/2QP4/8 w - - 0 1,d2d3->d5e5->c2c4->None,3,2,-1,0.10782313346862793
5B2/4KP2/1R6/3k4/1R6/8/8/8 w - - 0 1,f8g7->d5c5->e7e6->None,3,2,-1,0.0015261173248291016
8/8/2Q5/2n5/2k1B3/1p6/1K1B4/8 w - - 0 1,d2c3->None,2,2,0,0.16788411140441895
8/5p2/5K2/8/1N1k4/6P1/8/2Q5 w - - 0 1,f6f5->f7f6->g3g4->None,3,2,-1,0.024515151977539062
8/8/1N6/6P1/2Qpk1K1/4p3/8/8 w - - 0 1,c4a2->e4e5->a2d5,2,2,0,0.1049799919128418
4B3/3K4/R7/2k5/R3P3/8/8/8 w - - 0 1,e8f7->c5b5->d7d6->None,3,2,-1,0.0019500255584716797
8/8/4K3/8/3pk3/4p2P/4Q3/6N1 w - - 0 1,h3h4->d4d3->e2g4,2,2,0,0.08301377296447754
8/8/Q7/3P4/8/3rNNK1/4k3/8 w - - 0 1,g3f4->e2f2->a6d3->None,3,2,-1,0.19461512565612793
8/8/3p4/1p3Q2/1P1k4/8/3K4/2N5 w - - 0 1,f5e6->d6d5->e6e2->None,3,2,-1,0.03214836120605469
6N1/1Kpk2N1/2R5/B7/8/8/8/8 w - - 0 1,g7e6->d7e8->c6c7->None,3,2,-1,0.016887187957763672
8/8/BQ1N4/8/2pp4/2k5/8/3K4 w - - 0 1,d1e1->c3d3->b6b3,2,2,0,0.10065984725952148
8/B7/1p2Q3/2k5/8/2K5/1N6/8 w - - 0 1,e6d7->None,2,2,0,0.023479938507080078
8/8/1Q6/3k1P2/8/N3K3/P7/8 w - - 0 1,b6c7->None,2,2,0,0.008021116256713867
8/8/B7/1p2Q3/2k5/8/1K6/4N3 w - - 0 1,e5d6->None,2,2,0,0.03886890411376953
8/2Q5/8/6p1/1N1k2N1/4p3/4K3/8 w - - 0 1,c7c6->None,2,2,0,0.04270815849304199
6R1/5p2/3Q1p2/8/4k3/6K1/8/8 w - - 0 1,g3f2->f6f5->g8e8,2,2,0,0.16219019889831543
3N4/2K5/5k1P/7Q/8/8/8/8 w - - 0 1,d8c6->f6e6->h5f3->None,3,2,-1,0.011483907699584961
6NR/6P1/4k3/6K1/3Q4/8/8/8 w - - 0 1,g8e7->e6e7->d4d5->None,3,2,-1,0.036543846130371094
8/8/8/8/8/5p2/3K1kN1/5B1Q w - - 0 1,h1h2->f3g2->h2g2,2,2,0,0.08572125434875488
8/Q1NPP3/2k5/4K3/8/8/8/8 w - - 0 1,e5e6->None,2,2,0,0.08411502838134766
4B1R1/5PBk/8/6p1/6K1/8/8/8 w - - 0 1,g8h8->h7g6->g7e5->None,3,2,-1,0.003643035888671875
8/RPBk1K2/2N5/1P6/8/8/8/8 w - - 0 1,c7b8->None,2,2,0,0.03148317337036133
3K2NQ/3P1kN1/8/7P/8/8/8/8 w - - 0 1,h8h7->f7f8->g8h6->None,3,2,-1,0.0003039836883544922
8/5p2/5PpR/3K1k2/7Q/8/8/8 w - - 0 1,h4e1->f5f6->e1e5,2,2,0,0.07325506210327148
1K6/1QNk4/1P6/2PN4/8/8/8/8 w - - 0 1,b8a8->d7d8->c5c6->None,3,2,-1,0.0017070770263671875
8/B1p5/8/8/3QnkBK/8/8/8 w - - 0 1,a7b8->None,2,2,0,9.918212890625e-05
8/8/2p2p2/2K4Q/4k3/8/2P3N1/8 w - - 0 1,c5c4->c6c5->h5d5,2,2,0,0.08427619934082031
8/8/5p2/3P1k1K/3Q4/2p5/8/B7 w - - 0 1,a1c3->None,2,2,0,0.04748988151550293
8/6Q1/2K5/5k1N/8/3P4/8/8 w - - 0 1,g7g8->f5e5->g8g4->None,3,2,-1,0.005947113037109375
2NK4/1k1N4/8/1B6/1P6/8/8/8 w - - 0 1,c8b6->b7a7->d8c8->None,3,2,-1,0.010718107223510742
8/8/7B/6R1/3P1k2/8/2N1K3/8 w - - 0 1,c2b4->f4e4->g5d5->None,3,2,-1,0.06222200393676758
8/8/5K2/1PPk4/8/2Q5/4P3/8 w - - 0 1,f6f5->None,2,2,0,0.014585018157958984
8/8/8/2K5/3P3N/3k4/1P3Q2/8 w - - 0 1,c5d5->None,2,2,0,0.013690948486328125
8/8/8/8/8/KP6/RNk5/3R4 w - - 0 1,a3b4->None,2,2,0,9.012222290039062e-05
6Q1/6p1/6k1/4P3/5B2/5K2/8/8 w - - 0 1,f3g4->None,2,2,0,0.07236623764038086
8/6K1/8/6kp/4Q3/3N4/6n1/8 w - - 0 1,e4g6->g5h4->g6g2->None,3,2,-1,0.07373213768005371
K1B2Q2/P1kN4/8/8/8/8/8/8 w - - 0 1,f8e7->c7c6->e7e5->None,3,2,-1,0.016973018646240234
8/8/2R5/8/1k6/2N5/1PK5/1R6 w - - 0 1,c2d3->b4b3->c6c4->None,3,2,-1,0.056442975997924805
8/Q7/8/1k1P4/8/8/KN1P4/8 w - - 0 1,a2b3->None,2,2,0,0.06224703788757324
8/8/Q7/8/1k2P3/4P3/KP6/1R6 w - - 0 1,a6c6->b4a5->a2b3->None,3,2,-1,0.030990123748779297
8/2B5/8/8/Bk6/2NK4/1P6/1R6 w - - 0 1,c7b6->None,2,2,0,0.009914875030517578
2B5/8/2p1p1N1/3k4/4N3/3K4/8/8 w - - 0 1,c8b7->e6e5->g6f8->None,3,2,-1,0.007384061813354492
K2N4/QNk5/P1P5/8/8/8/8/8 w - - 0 1,a7c5->c7c8->d8e6->None,3,2,-1,0.01863718032836914
3N4/8/7p/1nPk4/8/3KQ3/8/8 w - - 0 1,e3h6->d5e5->h6g5,2,2,0,0.09257888793945312
8/8/4N3/8/K7/RNk5/P2R4/8 w - - 0 1,e6c7->c3c4->c7d5->None,3,2,-1,0.007341861724853516
8/8/8/8/3K2p1/4N1P1/4k1p1/6Q1 w - - 0 1,g1g2->e2e1->d4e5->None,3,2,-1,0.037995100021362305
N7/p7/8/8/QpkBK3/8/8/8 w - - 0 1,a8c7->a7a5->c7e8->None,3,2,-1,0.0006110668182373047
1B6/2p5/2KP4/4k3/3N3Q/8/8/8 w - - 0 1,b8c7->None,2,2,0,8.916854858398438e-05
4k3/2Kp2Q1/2nP3n/8/8/8/8/8 w - - 0 1,c7b6->c6b4->g7e7,2,2,0,0.05643606185913086
8/5p2/2p2K2/2Pk4/8/2Q5/4P3/8 w - - 0 1,f6f5->f7f6->c3b4->None,3,2,-1,0.012704133987426758
6R1/5Kp1/6RP/5N1k/8/8/8/8 w - - 0 1,g8h8->g7h6->h8g8->None,3,2,-1,0.00017189979553222656
8/8/2K5/8/1p6/1k6/1P6/QR2N3 w - - 0 1,c6d5->None,2,2,0,0.010065317153930664
8/8/8/2Q5/8/3k2P1/3P1K2/3R4 w - - 0 1,c5b5->d3c2->f2e2->None,3,2,-1,0.07490015029907227
8/8/8/8/3Q3p/5k1K/7P/3R3N w - - 0 1,d4e5->None,2,2,0,0.040750980377197266
8/8/8/8/8/2N1p1K1/6B1/2B1r1k1 w - - 0 1,c1b2->e1e2->c3e2,2,2,0,0.2688591480255127
8/8/8/7p/5Kpk/8/7P/6NR w - - 0 1,h2h3->g4g3->g1f3,2,2,0,0.010418176651000977
8/3P4/1QPN4/3k1P2/5K2/8/8/8 w - - 0 1,d6e4->d5c4->d7d8q->None,3,2,-1,0.01823282241821289
3NQ3/K1kp4/8/3p4/3P4/8/8/8 w - - 0 1,a7a6->c7d6->e8e5,2,2,0,0.06093597412109375
1K1k4/Rp1P4/4PP2/8/8/8/8/8 w - - 0 1,b8b7->None,2,2,0,0.003899812698364258
4KN1b/5P2/5k2/3Q3B/8/8/8/8 w - - 0 1,d5d2->h8g7->d2f4,2,2,0,0.11771297454833984
8/3p4/3P2Q1/4k3/1K1R4/8/5N2/8 w - - 0 1,g6g8->e5d4->g8g5->None,3,2,-1,0.007144927978515625
8/8/8/8/8/pQ6/1n1K4/bk6 w - - 0 1,b3c2->b1a2->d2e3->None,3,2,-1,0.03410792350769043
8/8/8/8/3p4/KQp5/8/kb6 w - - 0 1,b3c4->c3c2->c4d4,2,2,0,0.1261589527130127
8/8/3B4/8/8/3Pk1p1/2K3Q1/8 w - - 0 1,d6e5->None,2,2,0,0.012758016586303711
8/8/1N2N3/8/8/8/2Pk1P2/1K3Q2 w - - 2 2,b6d5->None,2,2,0,0.030147790908813477
8/8/8/2K5/2N5/pk6/Nn6/1Q6 w - - 1 2,c5b5->None,2,2,0,0.012192964553833008
8/5p2/5B2/5Q2/1bk5/1R6/K7/8 w - - 0 2,a2b2->b4f8->f5b5,2,2,0,0.30996108055114746
8/8/5R2/1K6/1P2kB2/1N6/4B3/8 w - - 3 2,f6f8->e4d5->f8e8->None,3,2,-1,0.00042891502380371094
8/8/8/3B4/8/8/3Pk3/2K3Q1 w - - 3 2,d5a8->e2d3->g1g4->None,3,2,-1,0.004346132278442383
8/8/8/8/5p2/5K2/6Nk/5Q1b w - - 3 2,f1a1->h2h3->a1h1,2,2,0,0.05708503723144531
4KN2/4P1kP/8/6B1/8/8/8/8 w - - 0 2,e8d8->g7f7->h7h8q->None,3,2,-1,0.010288000106811523
8/1k1B4/1PN5/KR6/1P6/8/8/8 w - - 3 2,d7e8->b7a8->a5a6->None,3,2,-1,0.0031130313873291016
8/1N6/4R1N1/8/3k4/2pB4/2K5/8 w - - 3 2,g6f8->d4d5->c2c3->None,3,2,-1,0.024337053298950195
8/8/8/8/8/QKn5/nP1N4/k7 w - - 3 2,b2c3->None,2,2,0,0.06453895568847656
8/8/8/kP6/N7/8/KR6/R7 w - - 1 2,a2a3->None,2,2,0,0.027631759643554688
8/5Q2/8/5n1R/6kn/5N2/5K2/8 w - - 0 2,f3h4->f5g7->f7f3,2,2,0,0.2864370346069336
8/8/8/8/5Q2/3k1p2/N7/3K3B w - - 2 2,h1f3->None,2,2,0,0.07869791984558105
8/8/8/5NK1/6P1/1B1k4/4p3/4Q3 w - - 3 2,g5f4->None,2,2,0,0.01835179328918457
8/8/8/2p5/2K5/2B5/kb4Q1/1r6 w - - 3 2,g2c2->b1a1->c2b2,2,2,0,0.37517285346984863
1B6/8/k1K5/pp6/8/1B6/8/1R6 w - - 1 2,b1c1->b5b4->b3c4,2,2,0,0.12337994575500488
1B6/8/k1K5/pp6/8/1B6/8/R7 w - - 1 2,a1b1->b5b4->b3c4,2,2,0,0.14236712455749512
2q1k3/2n2N2/8/7B/3Q4/8/3K4/8 w - - 3 2,d4d6->c8d8->d6d8,2,2,0,0.18877267837524414
b7/6B1/5K2/8/3kP2R/8/8/2Q5 w - - 3 2,e4e5->d4d5->c1c4,2,2,0,0.17652511596679688
5N2/8/8/1K1kb1Q1/8/5P2/8/8 w - - 3 2,f3f4->d5d6->g5e5,2,2,0,0.12525677680969238
1B6/8/1K1N4/4k1P1/4B3/8/6Q1/8 w - - 3 2,g2g4->e5d4->g4g3->None,3,2,-1,0.11679410934448242
8/5K1p/4Q3/6k1/3P2N1/8/8/7R w - - 1 2,h1g1->g5h5->e6h6,2,2,0,0.2733891010284424
k7/1b6/2N5/1RR5/8/8/8/5K2 w - - 3 2,b5a5->b7a6->c5b5->None,3,2,-1,0.1302196979522705
8/2p2K2/2B3Q1/4kp2/1N6/8/8/8 w - - 3 2,b4c2->f5f4->g6e6,2,2,0,0.13961315155029297
3B4/8/4p3/4k3/B1Qp2K1/8/8/8 w - - 3 2,a4b3->e5d6->c4c7,2,2,0,0.18504905700683594
2k5/r2R4/1PN2K2/8/8/8/2Q5/8 w - - 0 1,d7a7->None,2,2,0,0.044111013412475586
8/k1P5/2K5/8/8/8/8/8 w - - 0 1,c7c8q->None,2,2,0,0.009102106094360352
8/8/8/2K5/2P5/k7/1p1N4/1Q6 w - - 0 1,c5b5->None,2,2,0,0.011960744857788086
5Q2/8/4N3/3NkP2/4p3/4K3/8/8 w - - 0 1,f8g7->e5d5->g7c7->None,3,2,-1,0.05874300003051758
8/8/8/8/4R3/1n1k1P2/BKR5/8 w - - 0 1,c2c3->d3d2->a2b3->None,3,2,-1,0.10877013206481934
8/8/8/3Q4/3N1K2/B7/3kp3/3N4 w - - 0 1,d1e3->d2d3->d4b5,2,2,0,0.5723052024841309
4K2b/8/4pk2/8/7N/6Q1/8/8 w - - 0 1,g3h2->h8g7->h2f4,2,2,0,0.06469082832336426
1K6/2N5/1k6/4N3/p7/B7/8/8 w - - 0 1,b8c8->b6a5->c8b7->None,3,2,-1,0.0014591217041015625
8/8/4N3/5r2/7p/5p1k/5K2/6Q1 w - - 0 1,f2e1->f5f8->e6g5,2,2,0,0.1471700668334961
1Q6/3K4/4N3/8/4k3/7P/B4P2/8 w - - 0 1,d7e7->e4f5->a2b1,2,2,0,0.16614294052124023
8/8/8/B4Q2/R1pk4/8/4p3/4K3 w - - 0 1,a5b6->d4c3->f5b1->None,3,2,-1,0.11471796035766602
8/8/8/3N2R1/2p1k3/2P5/8/4KB2 w - - 0 1,f1c4->e4f3->c4d3->None,3,2,-1,0.06051301956176758
8/4p3/5p2/1K1kBQ2/8/5N2/8/8 w - - 0 1,e5b8->e7e5->b8c7->None,3,2,-1,0.06495189666748047
7k/3p1Kp1/7b/6N1/8/7Q/8/8 w - - 0 1,h3h1->g7g6->h1h6,2,2,0,0.07698893547058105
8/7K/B3R3/7R/6kB/8/3N4/8 w - - 0 1,e6g6->g4h3->d2f3->None,3,2,-1,0.05599570274353027
6K1/4p3/3pkB2/8/4P3/8/1Q6/8 w - - 0 1,b2b5->d6d5->b5c6,2,2,0,0.12741780281066895
3Q4/8/1N6/1k6/8/P6B/K7/8 w - - 0 1,b6a4->b5a6->d8b6,2,2,0,0.1518857479095459
8/3N4/8/1p6/kb6/8/K7/4BQ2 w - - 0 1,e1d2->b4f8->f1d1,2,2,0,0.1471700668334961
7k/7b/7K/4bpQ1/5p2/8/8/8 w - - 0 1,g5h5->h8g8->h5e8,2,2,0,0.046112060546875
8/3p1K1B/8/4k3/2P5/8/1b1Q4/8 w - - 0 1,c4c5->d7d5->d2e3,2,2,0,0.21589922904968262
2K2B2/8/1kN1R3/8/Q7/2q5/8/8 w - - 0 1,a4b3->b6a6->b3b7,2,2,0,0.26329684257507324
8/1Q3p2/4k3/7K/5P2/1R6/B7/8 w - - 0 1,b3b5->e6d6->a2f7->None,3,2,-1,0.09354019165039062
8/8/5p2/8/BB1k4/P7/5K2/7Q w - - 0 1,a4c2->d4e5->h1e4,2,2,0,0.17429900169372559
8/5B2/8/8/3Pkr2/2Q5/4Kn2/8 w - - 0 1,c3g3->f2d1->g3d3,2,2,0,0.14593100547790527
8/8/8/6p1/3pkNQ1/R7/8/4K3 w - - 0 1,g4g5->d4d3->a3d3->None,3,2,-1,0.0431208610534668
8/8/nK6/3R4/k7/p7/B2P4/8 w - - 0 1,b6a6->a4b4->d5a5->None,3,2,-1,0.014374017715454102
2K5/1N2p3/8/1B1k4/3b2Q1/8/8/8 w - - 0 1,g4f4->d5e6->b5c4,2,2,0,0.17533612251281738
Q7/8/B7/5b2/4P3/7k/8/4B1K1 w - - 0 1,e4e5->f5c8->a6c8,2,2,0,0.08894801139831543
8/8/8/8/8/2K2Q2/5p2/2B1k3 w - - 0 1,c1d2->e1f1->f3g4->None,3,2,-1,0.21508002281188965
8/8/5KPk/6r1/6P1/3QN3/8/8 w - - 0 1,e3f5->g5f5->d3f5->None,3,2,-1,0.055573225021362305
1rb5/8/8/8/2Q1B3/k1K5/8/8 w - - 0 1,c4f1->c8d7->f1a1,2,2,0,0.19554877281188965
8/1KNk1P2/8/8/4R3/8/8/8 w - - 0 1,c7e8->d7d8->e8f6->None,3,2,-1,0.0003871917724609375
8/1KNk2P1/8/8/4R3/8/8/8 w - - 0 1,c7e8->d7d8->e8f6->None,3,2,-1,0.00027489662170410156
8/1K1k1P2/8/8/4R3/1N6/8/8 w - - 0 1,f7f8q->None,2,2,0,0.08843493461608887
8/1KNk2P1/4R3/8/8/8/8/8 w - - 0 1,g7g8q->None,2,2,0,0.06426310539245605
8/3Q4/3B4/8/3N4/3P2K1/3k1N2/8 w - - 0 1,d4f3->d2e3->d7e6,2,2,0,0.2494220733642578
